0	YMR198W	-12.3808112684
1	YCL055W	-4.39946226498
2	YMR300C	-14.6512844842
3	YGL147C	-0.935601347245
4	YNL002C	-1.56087461844
5	YKL063C	-3.62067051986
6	YMR196W	-0.122943433226
7	YBR096W	-2.64096613169
8	YER158C	-0.0944325211181
9	YGR266W	-6.60825509479
10	YLR299W	-1.60808265216
11	YMR081C	0.371868534988
12	YLR262C	-4.02529712183
13	YMR005W	-11.4109721246
14	YGL013C	0.876401174234
15	YGR149W	-2.21122325347
16	YAL003W	-0.177868370904
17	YDL106C	-39.8551790903
18	YFR004W	-3.10040184975
19	YAL043C	-2.20121700123
20	YBR095C	-6.57120794473
21	YCR087C-A	-4.85543303098
22	YNR054C	-1.11976689183
23	YDR084C	-10.7496904919
24	YIL131C	0.999999819787
25	YDR186C	-11.0841809429
26	YJR088C	-17.712017368
27	YIR010W	-1.88019530428
28	YBL061C	-4.55730518446
29	YKL190W	-4.86301024304
30	YGL257C	-7.32528746879
31	YPL013C	-3.06804071829
32	YKL054C	-0.632491723636
33	YKL191W	-13.3382699256
34	YPL024W	-3.13122180527
35	YGR061C	-2.61696760942
36	YAR008W	-6.66375901241
37	YDR328C	-9.18595395423
38	YPL137C	-6.12923177627
39	YNL288W	-9.00888003334
40	YDL227C	-0.985995865082
41	YOL042W	-56.6752355985
42	YFR017C	0.332980850754
43	YGL124C	-33.5198619558
44	YPR178W	-25.6167504592
45	YDL229W	-2.90354504665
46	YHR184W	-0.04062301171
47	YHR203C	-2.66889431754
48	YDR297W	-6.06887104049
49	YMR016C	-3.00231893688
50	YPR122W	-11.0749683407
51	YPR063C	-28.9664669972
52	YGL048C	-2.20929626278
53	YDR009W	0.12777120951
54	YKL095W	-1.62680467315
55	YDR363W-A	-3.00048782455
56	YJR006W	-3.8478539269
57	YJR127C	-3.48309473545
58	YDL125C	-5.13434160372
59	YJR140C	-0.840588277442
60	YGL178W	-10.1659524511
61	YMR093W	-0.452628633367
62	YOR274W	-27.9438049909
63	YJR147W	-1.1224531697
64	YLR454W	-0.254370578758
65	YDR404C	-3.11836205241
66	YAL060W	-5.76280909308
67	YPR112C	-0.788994844003
68	YDR064W	-1.99416000931
69	YER118C	-1.49458583604
70	YIR027C	-1.20079831124
71	YDR245W	-6.71829728704
72	YNL078W	-1.50003548192
73	YMR135C	-0.566954345555
74	YGL222C	-17.1028795139
75	YBR069C	-0.530608240564
76	YIL051C	-15.2964108154
77	YGL200C	-1.67934337887
78	YGR136W	-5.15747883786
79	YPL075W	-1.21320573878
80	YGR234W	-1.28899650897
81	YDL137W	-2.92655237951
82	YGR205W	-2.59477619978
83	YBR129C	-0.894213221056
84	YMR183C	-3.31571945747
85	YKR080W	-5.70019489401
86	YHR200W	-0.520340845516
87	YDL005C	-4.094049328
88	YMR257C	-26.7814023008
89	YHR183W	-0.686491898158
90	YPR022C	-19.162715212
91	YPL144W	-11.0207007944
92	YLR060W	-0.343931321439
93	YDR210W	-0.795342698117
94	YDL004W	-1.77083997801
95	YLR438W	-1.57188688007
96	YOL039W	-0.954977286204
97	YLR024C	-16.754410347
98	YFL027C	-22.4872417842
